Title,Rank,Reviews,Review Count,Price,Genre,Manufacturer,Brand,Author,Number of Pages
Gordon Ramsay Quick and Delicious: 100 Recipes to Cook in 30 Minutes or Less,3686,4.6,4487,21.24,Quick & Easy,Grand Central Publishing,Grand Central Publishing,Gordon Ramsay,256
The Modern Witch Tarot Deck (Modern Tarot Library),3687,4.9,21035,14.99,Fortune Telling,Sterling Ethos,Sterling Ethos,Lisa Sterle,56
2024 Harry Potter Day-at-a-Time Box Calendar,3687,5.0,12,10.39,Children's,Trends International,Trends International,International Trends,316
The Quiet Tenant: A novel,3688,4.2,4890,18.13,Genre Fiction,Knopf,,Clémence Michallon,320
Mary Engelbreit's 12-Month 2024 Monthly Pocket Planner Calendar: You Can Do It,3688,4.3,120,7.43,Motivational,Andrews McMeel Publishing,,Mary Engelbreit,32
"The Natural Soap Making Book for Beginners: Do-It-Yourself Soaps Using All-Natural Herbs, Spices, and Essential Oils",3689,4.7,5783,9.71,Beauty,Althea Press,Althea Press,Kelly Cable,220
Piranesi,3691,4.5,26847,10.99,Dark Fantasy,Bloomsbury Publishing,,Susanna Clarke,272
"Beach Kids 24 Bulk Coloring Books for Ages 4-8 - Assorted Licensed Activity Boys, Girls | Bundle Includes Full-Size Books, Crayons, Stickers, Games, Puzzles, More (No Duplicates)",3691,4.6,471,27.95,Art Sets,Beach Kids,Beach Kids,Beach Kids,
Bread Illustrated: A Step-By-Step Guide to Achieving Bakery-Quality Results At Home,3694,4.8,2435,18.01,Bread,America's Test Kitchen,America's Test Kitchen,Kitchen America's,432
The Antiquarian Sticker Book: Imaginarium (The Antiquarian Sticker Book Series),3696,4.8,1096,16.68,Papercrafts,Odd Dot,,Dot Odd,288
"Soul Therapy: A 365 day journal for self exploration, healing and reflection",3697,4.7,4003,19.99,Journal Writing,CreateSpace Independent Publishing Platform,,Jacqueline Kademian,380
Memory Games for Seniors: A Large Print XXL Puzzle Activity Book with 501 Exciting and Funny Brain Exercises to Increase Cognitive Abilities [The Smart Senior Adult's Gift],3697,4.4,667,13.41,Memory Improvement,Wega Publishing,,Young Keep,172
"Intuitive Eating, 4th Edition",3698,4.6,5113,5.98,Eating Disorders & Body Image,St. Martin's Essentials,St. Martin's Essentials,"RDN Evelyn Tribole, MS",400
The Hunger Games,3700,4.7,85294,17.17,Difficult Discussions,Scholastic Press,Scholastic,Suzanne Collins,384
She Comes First: The Thinking Man's Guide to Pleasuring a Woman (Kerner),3701,4.5,7920,12.22,Sex,William Morrow Paperbacks,William Morrow & Company,Ian Kerner,240
"The Goal (Off-Campus, 4)",3702,4.3,21214,9.11,Contemporary,Bloom Books,Bloom Books,Elle Kennedy,384
Crochet Creatures of Myth and Legend: 19 Designs Easy Cute Critters to Legendary Beasts,3703,4.8,546,21.23,Crocheting,Stackpole Books,,Megan Lapp,246
It: A Novel,3704,4.7,47532,15.00,Horror,Scribner,Scribner,Stephen King,1184
The Red Book: A Reader's Edition (Philemon),3705,4.8,3131,25.99,Artists' Books,W. W. Norton & Company,W. W. Norton & Company,C. G. Jung,600
Sword Catcher,3705,4.4,933,8.90,Coming of Age,Del Rey,,Cassandra Clare,624
2024 I Am Enough Affirmations Boxed Calendar: Daily Motivation to Inspire Positivity and Self-Love (Self Care Desk Gift),3706,4.6,6,10.39,Happiness,Sourcebooks,,Sourcebooks Sourcebooks,320
Hand Lettering and Modern Calligraphy for Kids: A Fun Step by Step Guide and Practice Workbook for Beginners and Children Ages 8 and up,3706,4.7,2042,5.99,Calligraphy,Modern Kid Press,,Modern Kid Press,106
"King, Warrior, Magician, Lover: Rediscovering the Archetypes of the Mature Masculine",3708,4.6,4119,10.99,Dreams,HarperOne,HarperOne,Moore Robert,192
Wild: From Lost to Found on the Pacific Crest Trail,3708,4.4,73073,4.22,Love & Loss,Vintage,Vintage,Cheryl Strayed,315
The Mama Natural Week-by-Week Guide to Pregnancy and Childbirth,3709,4.7,3583,11.49,Pregnancy & Childbirth,Gallery Books,Gallery Books,Genevieve Howland,528
"Kingdom of the Cursed (Kingdom of the Wicked, 2)",3710,4.6,12745,8.65,Literature & Fiction,Jimmy Patterson,,Kerri Maniscalco,464
Ten Sparkly Snowflakes: Twinkly Countdown Fun!,3710,4.8,538,4.99,Bears,Tiger Tales,Tiger Tales,Tales Tiger,26
the female embodiment: poetry,3712,4.7,209,13.72,Women Authors,Independently published,Hweryho,aliza grace,120
Seventy-Eight Degrees of Wisdom: A Tarot Journey to Self-Awareness (A New Edition of the Tarot Classic),3713,4.8,3437,16.49,Tarot,Weiser Books,Weiser Books,Rachel Pollack,368
Here We Go! (Nintendo®) (Super Mario),3716,4.8,2577,4.57,Coloring Books,Random House Books for Young Readers,Random House Books for Young Readers,Steve Foxe,128
"Wheel of Time Premium Boxed Set II: Books 4-6 (The Shadow Rising, The Fires of Heaven, Lord of Chaos)",3717,4.8,3623,22.92,Fantasy,Tor Fantasy,Tor Books,Robert Jordan,
God Gave Us Christmas (God Gave Us Series),3720,4.9,3104,2.20,Bears,WaterBrook,WaterBrook,Lisa Tawn Bergren,40
"Good Night, Gorilla",3720,4.8,6119,6.39,Apes & Monkeys,G.P. Putnam's Sons Books for Young Readers,G.P. Putnam's Sons Books for Young Readers,Peggy Rathmann,32
"Super Silly Jokes for Kids: Good, Clean Jokes, Riddles, and Puns (Happy Fox Books) Over 200 Jokes for Kids to Tell Their Friends & Parents, from the Creative Minds at Kid Scoop; for Children Ages 5-10",3721,4.6,1273,3.29,Jokes & Riddles,Happy Fox Books,Happy Fox Books,Whiting Vicki,80
From the Embers,3721,4.6,9564,9.20,Contemporary,Independently published,,Aly Martinez,286
White Nights,3722,4.4,888,6.99,Classics,Independently published,,Fyodor Dostoevsky,96
Timmi Tobbson Big Boxed Set: Solve-Them-Yourself Picture Mystery Adventures for Boys and Girls aged 8-12 (Books 1-3),3723,5.0,50,27.67,Activity Books,freshabooks,,Wagner J,496
"Goodnight Punpun, Vol. 1 (1)",3724,4.8,3052,17.54,Horror,VIZ Media LLC,VIZ Media LLC,Inio Asano,448
Her Soul for Revenge (Souls Trilogy),3724,4.5,6648,17.09,Horror,Harley Laroux Publications,,Harley Laroux,557
Ace Geometry in One Big Fat Notebook (Big Fat Notebooks),3725,4.7,4735,9.69,Geometry,Workman Publishing Company,Workman Publishing Company,Publishing Workman,624
"Inspiring Stories for Amazing Girls: A Motivational Book about Courage, Confidence and Friendship",3725,4.7,621,11.90,Girls & Women,Independently published,,Eva Kinsley,104
"Securely Attached: Transform Your Attachment Patterns into Loving, Lasting Romantic Relationships ( A Guided Journal) (Attachment Nerd)",3726,4.6,49,13.09,Dating,Sasquatch Books,,Eli Harwood,176
Bluey: Time to Play!: A Sticker & Activity Book,3727,4.7,4529,6.27,Dogs,Penguin Young Readers Licenses,Penguin Young Readers Licenses,Licenses Penguin,16
Homo Deus: A Brief History of Tomorrow,3728,4.5,35349,17.10,Civilization & Culture,Harper Perennial,Harper Perennial,Yuval Noah Harari,464
Moonology Calendar 2024,3729,4.9,103,12.05,Happiness,Hay House UK,,Yasmin Boland,320
Mother of Death and Dawn (The War of Lost Hearts),3730,4.6,7794,15.55,Sword & Sorcery,Nasyra Publishing,,Carissa Broadbent,720
The Setting Sun (New Directions Book),3731,4.7,2372,10.66,Classics,New Directions,New Directions Publishing Corporation,Osamu Dazai,175
"Official 365 Sports Facts-A-Year Page-A-Day Calendar 2024: Trivia, Record-Breaking Feats, Come From Behind Wins & Quotes",3732,4.7,21,12.97,History of Sports,Workman Publishing Company,Workman Publishing,Calendars Workman,640
"Dragon Ball Super, Vol. 19 (19)",3732,4.8,319,8.27,Fantasy,VIZ Media LLC,KVISTER,Akira Toriyama,192
"The Assassin's Blade: The Throne of Glass Prequel Novellas (Throne of Glass, 8)",3733,4.5,27628,18.90,Fantasy,Bloomsbury Publishing,Kiligry,Sarah J. Maas,464
Number Go Up: Inside Crypto's Wild Rise and Staggering Fall,3733,4.6,842,19.26,Hoaxes & Deceptions,Crown Currency,Currency,Zeke Faux,304
"Be A Plant-Based Woman Warrior: Live Fierce, Stay Bold, Eat Delicious: A Cookbook",3737,4.8,1477,13.00,Heart Healthy,Avery,,Jane Esselstyn,320
Fingerprints of the Gods: The Evidence of Earth's Lost Civilization,3738,4.7,4290,12.95,Native American,Crown,Three Rivers Press,Graham Hancock,592
Wings of Fire: The Dragonet Prophecy: A Graphic Novel (Wings of Fire Graphic Novel #1) (1) (Wings of Fire Graphix),3739,4.8,7873,4.33,Animals,Graphix,Scholastic,Tui T. Sutherland,224
"Hand, Hand, Fingers, Thumb (Bright & Early Board Books)",3739,4.8,7599,4.00,Apes & Monkeys,Random House Books for Young Readers,Random House Books for Young Readers,Al Perkins,24
The Art of Racing in the Rain: A Novel,3739,4.6,32278,4.99,United States,Harper Paperbacks,Harper Paperbacks,Garth Stein,321
Helmet for My Pillow: From Parris Island to the Pacific,3740,4.5,12046,7.47,World War II,Independently published,,Robert Leckie,148
Disciplines of a Godly Man (Updated Edition),3741,4.8,2264,13.99,Men's Issues,Crossway,Crossway,R. Kent Hughes,336
Kathleen Glasgow Three-Book Boxed Set: Girl in Pieces; How to Make Friends with the Dark; You'd Be Home Now,3741,4.7,277,21.61,Death & Dying,Ember,,Kathleen Glasgow,1296
The Naked Roommate: And 107 Other Issues You Might Run Into in College (An Essential College-Bound Gift for Teen Girls or Boys),3742,4.6,1804,5.90,Reference,Sourcebooks,Sourcebooks,Harlan Cohen,560
"Nickelodeon Paw Patrol: Land, Sea, and Sky! Sound Book",3743,4.4,156,11.50,Dogs,PI Kids,PI Kids,Kids Pi,20
"The Diabetes Code: Prevent and Reverse Type 2 Diabetes Naturally (The Wellness Code Book Two) (The Code Series, 2)",3744,4.7,13583,9.06,Alternative Medicine,Greystone Books,Greystone Books,Dr. Jason Fung,288
Gothikana,3745,4.4,7141,25.19,Dark Fantasy,Bramble,,RuNyx RuNyx,416
Forever Never,3746,4.3,24780,12.90,Small Town & Rural,Bloom Books,,Lucy Score,576
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,3747,4.8,19449,8.55,Motivational,Thomas Nelson,Thomas Nelson,Lysa TerKeurst,256
The Second Mountain: The Quest for a Moral Life,3749,4.4,3582,9.00,Happiness,Random House Trade Paperbacks,Random House Trade Paperbacks,David Brooks,384
Take a Number!: A Tiny Ticket Dispenser (RP Minis),3749,4.4,410,9.85,Business & Professional,RP Minis,,Mollie Thomas,40
One Piece: East Blue 1-2-3,3750,4.8,3292,15.50,Fantasy,VIZ Media LLC,VIZ Media LLC,Eiichiro Oda,608
"What the River Knows: A Novel (Secrets of the Nile, 1)",3750,4.3,525,13.69,Fantasy,Wednesday Books,,Isabel Ibañez,416
Patrick Picklebottom and the Longest Wait,3751,4.7,455,13.76,New Experiences,Lyric and Stone,New Paige Press,Mr. Jay,32
One-Minute With God For Women 365 Daily Devotions for Refreshment and Encouragement Teal Faux Leather Flexcover Gift Book Devotional w/Ribbon Marker,3751,4.8,1040,11.79,Women's Issues,Christian Art Publishers,Christian Art Gifts,Beers Ronald,380
"Audubon Birds Page-A-Day Gallery Calendar 2024: Hundreds of Birds, Expertly Captured by Top Nature Photographers",3752,4.6,45,16.69,Plants & Animals,Workman Publishing Company,Workman Publishing,Calendars Workman,640
"InvestiGators: Ants in Our P.A.N.T.S. (InvestiGators, 4)",3754,4.9,1795,7.27,Alligators & Crocodiles,First Second,First Second,John Patrick Green,208
First 100 Christmas Words,3754,4.8,1462,3.00,Vocabulary & Spelling,Priddy Books US,Priddy Books US,Roger Priddy,24
"RecipeTin Eats Dinner: 150 Recipes for Fast, Everyday Meals",3755,4.9,1371,23.30,Quick & Easy,Countryman Press,,Nagi Maehashi,376
"Taking Charge of Your Fertility, 20th Anniversary Edition: The Definitive Guide to Natural Birth Control, Pregnancy Achievement, and Reproductive Health",3756,4.8,5273,14.31,Sex,William Morrow Paperbacks,William Morrow & Company,Toni Weschler,560
Creative Haven Christmas Gnomes Coloring Book (Adult Coloring Books: Christmas),3757,4.7,177,5.58,Seasonal,Dover Publications,,Teresa Goodridge,64
Jeff Foxworthy's You Might Be a Redneck If... 2024 Day-to-Day Calendar,3758,5.0,27,16.90,Jokes & Riddles,Andrews McMeel Publishing,,Jeff Foxworthy,640
How to Draw: Easy Step-by-Step Drawings! (Dover How to Draw),3758,4.6,3276,4.55,Cartooning,Dover Publications,Dover Publications,Levy Barbara,64
The High Performance Planner,3760,4.4,5056,19.32,Planners,Hay House Inc.,Hay House Inc.,Brendon Burchard,216
"Minecraft Volume 1 (Graphic Novel) (Minecraft, 1)",3760,4.6,4587,5.09,Coloring Books,Dark Horse Books,Dark Horse Books,Sfé R. Monster,88
"The Ranch Table: Recipes from a Year of Harvests, Celebrations, and Family Dinners on a Historic California Ranch",3761,4.7,168,25.18,California,William Morrow Cookbooks,GOODMI,Elizabeth Poett,320
Daily Wisdom for Men 2024 Devotional Collection (Daily Wisdom - Annual Edition),3762,5.0,4,14.95,Devotionals,Barbour Books,Barbour Books,Staff Compiled,384
"The Bushcraft Boxed Set: Bushcraft 101; Advanced Bushcraft; The Bushcraft Field Guide to Trapping, Gathering, & Cooking in the Wild; Bushcraft First Aid (Bushcraft Survival Skills Series)",3763,4.8,3952,38.49,Self-Help,Adams Media,Adams Media,Dave Canterbury,1024
"Fiber Fueled: The Plant-Based Gut Health Program for Losing Weight, Restoring Your Health, and Optimizing Your Microbiome",3764,4.7,6967,9.54,South Beach Diet,Avery,Avery,Will Bulsiewicz MD,400
Brain Quest 1st Grade Smart Cards Revised 5th Edition (Brain Quest Smart Cards),3765,4.8,3416,9.89,Reading & Writing,Workman Publishing Company,Hachette Book Group,Publishing Workman,152
Godzilla: The Ultimate Illustrated Guide,3768,4.8,391,22.04,Performing Arts,Welbeck Publishing,,Toho Co. Ltd,256
Into Thin Air: A Personal Account of the Mt. Everest Disaster,3769,4.6,20970,5.99,Journalists,Anchor,Anchor,Krakauer Jon,332
The Fascinating Ocean Book for Kids: 500 Incredible Facts! (Fascinating Facts),3770,4.8,1164,11.52,Environment & Ecology,Rockridge Press,,Bethanie Hestermann,214
Watching You: A Novel,3771,4.3,34808,6.09,Family Life,Atria Books,Atria Books,Lisa Jewell,352
"Court (Crave, 4)",3772,4.7,12680,10.48,Literature & Fiction,Entangled: Teen,Entangled: Teen,Tracy Wolff,720
The Crippled Lamb: A Christmas Story about Finding Your Purpose,3773,4.9,1595,7.20,Disabilities,Tommy Nelson,Thomas Nelson,Lucado Max,32
"Crochet Impkins: Over a million possible combinations! Yes, really!",3774,4.8,298,21.23,Crocheting,Stackpole Books,,Megan Lapp,186
The Giver of Stars: Reese's Book Club (A Novel),3774,4.6,94320,6.99,Historical,Penguin Books,CALOTO,Jojo Moyes,416
2024 Cartoon Network Rick and Morty Wall Calendar,3775,4.9,13,13.11,Calendars,Trends International,Trends International,International Trends,28
Flowers For Algernon,3776,4.6,28743,9.99,Classics,Mariner Books Classics,"Keyes, Daniel",Daniel Keyes,311
Bluey: Merry Christmas: A Coloring Book,3777,4.6,67,5.46,Coloring Books,Penguin Young Readers Licenses,,Licenses Penguin,64
"Awesome Jokes That Every 5 Year Old Should Know!: Bucketloads of rib ticklers, tongue twisters and side splitters",3777,4.5,3489,3.08,Party Games,Big Red Button Books,Big Red Button Books,Mat Waugh,67
"Percy Jackson and the Olympians, Book Five: The Last Olympian (Percy Jackson & the Olympians)",3779,4.8,30690,6.89,Action & Adventure,Disney Hyperion,Disney-Hyperion,Rick Riordan,432
Healing Back Pain: The Mind-Body Connection,3784,4.4,7221,8.91,Healing,Warner Books,Grand Central Life & Style,John E. Sarno MD,193
The Overnight Guest: A Novel,3784,4.3,9502,10.62,Small Town & Rural,Park Row,,Heather Gudenkauf,352
The Love Everybody Wants: What You're Looking For Is Already Yours,3785,4.8,285,17.45,Love & Romance,WaterBrook,Waterbrook Press,Madison Prewett Troutt,240
Heirloom Rooms: Soulful Stories of Home,3786,4.7,251,17.93,Design & Construction,Gallery Books,,Erin Napier,320
Thicker than Water: A Memoir,3788,4.5,822,16.95,Actors & Entertainers,"Little, Brown Spark",,Kerry Washington,320
Dark State (Jason Trapp Thriller),3789,4.5,16382,12.62,Men's Adventure,Independently published,,Jack Slater,452
"I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""",3789,4.7,7491,6.43,Motivational,Avery,Avery,Brené Brown,336
"CSB He Reads Truth Bible, Charcoal Cloth Over Board, Black Letter, Wide Margins, Journaling Space, Illustrations, Reading Plans, Easy-to-Read Bible Serif Type",3791,4.9,901,35.99,Bibles,Holman Bible Publishers,Holman Bible Publishers,Truth He,2226
Little Women (150th Anniversary Edition): With Foreword and 200 Original Illustrations,3792,4.8,3437,13.91,Classics,SeaWolf Press,Miravista Interactive,Louisa May Alcott,546
"I Survived the American Revolution, 1776 (I Survived Graphic Novel #8) (I Survived Graphix)",3792,4.7,123,8.34,Colonial,Graphix,,Lauren Tarshis,160
Homegoing,3793,4.6,37681,9.40,Family Saga,Vintage,Vintage,Yaa Gyasi,320
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,3794,4.5,58887,4.84,Motivational,Ten Speed Press,Ten Speed Press,Kondō Marie,224
Down the Drain,3797,4.6,828,15.95,Actors & Entertainers,Simon & Schuster,,Julia Fox,336
"The Montessori Baby: A Parent's Guide to Nurturing Your Baby with Love, Respect, and Understanding (The Parents' Guide to Montessori, 2)",3798,4.8,2535,12.99,Early Childhood,Workman Publishing Company,Workman Publishing Company,Simone Davies,288
1-Page Marketing Plan,3800,4.7,9966,11.07,Consulting,Page Two,Page Two,Allan Dib,232
On Becoming Babywise,3801,4.6,2001,12.70,Children's Health,Hawksflight & Associates,"Hawksflight & Associates, Inc",Robert Bucknam M.D.,276
Dopamine Detox: A Short Guide to Remove Distractions and Get Your Brain to Do Hard Things (Productivity Series),3801,4.3,5927,9.99,Motivational,Independently published,ZONULAR,Thibaut Meurisse,72
Into the Heart of Romans: A Deep Dive into Paul's Greatest Letter,3802,4.8,48,19.48,Pastoral Resources,Zondervan Academic,HarperCollins Christian Pub.,N. T. Wright,256
"Preschool Activity Book Trucks, Cars, and Airplanes: 80 Games to Learn Letters, Numbers, Colors, and Shapes (school skills activity books)",3804,4.7,1859,3.99,Activity Books,Rockridge Press,,Valerie Deneen,100
"Brown Bear, Brown Bear, What Do You See? Slide and Find (Brown Bear and Friends)",3804,4.9,2624,5.19,Bears,Priddy Books US,Priddy Books US,Bill Martin Jr.,22
The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 4,3806,4.8,146,14.85,Genre Fiction,Seven Seas,,Rou Rou,444
Sword Coast Adventurer's Guide (Dungeons & Dragons),3808,4.8,7584,23.73,Reference,Wizards of the Coast,Dungeons & Dragons,Dragons Dungeons,159
