Title,Rank,Reviews,Review Count,Price,Genre,Manufacturer,Brand,Author,Number of Pages
"Life Skills for Tweens: How to Cook, Make Friends, Be Self Confident and Healthy. Everything a Pre Teen Should Know to Be a Brilliant Teenager (Essential Life Skills for Teens)",2058,4.6,1028,11.29,First Aid,Bemberton,Generic,Ferne Bowe,176
Between Two Kingdoms: A Memoir of a Life Interrupted,2059,4.7,10609,9.55,Memoirs,Random House Publishing Group,,Suleika Jaouad,368
Our Little Adventures: Stories Featuring Foundational Language Concepts for Growing Minds,2060,4.9,2145,18.99,Animals,Paige Tate & Co,Paige Tate & Co,Tabitha Paige,96
The Art of Gathering: How We Meet and Why It Matters,2063,4.6,2923,7.98,Interpersonal Relations,Riverhead Books,Riverhead Books,Priya Parker,320
Strange Planet 2024 Day-to-Day Calendar: Wildly Unprepared for the Day,2065,5.0,100,13.49,Friendship,Andrews McMeel Publishing,,Nathan W. Pyle,640
"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",2067,4.5,26361,4.17,Personal Transformation,Harmony,Harmony,Timothy Ferriss,448
Ekgs / Ecgs (Quick Study Academic),2068,4.7,4236,6.95,Medical,QuickStudy,,Inc. BarCharts,6
"The Healthy Meal Prep Cookbook: Easy and Wholesome Meals to Cook, Prep, Grab, and Go",2069,4.3,4699,5.50,Canning & Preserving,Rockridge Press,Rockridge Press,Amidor Toby,234
The Hobbit,2070,4.7,65563,7.88,Fantasy & Magic,Houghton Mifflin Harcourt,Mariner Books,Tolkien J,300
"ESV Single Column Journaling Bible, Artist Series (Hardcover, Joshua Noom, The Lion and the Lamb)",2070,4.9,1011,29.00,Bibles,Crossway,Crossway,Bibles ESV,1360
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,2071,4.6,83306,21.99,State & Local,Viking,Viking,Daniel James Brown,416
Between Two Fires,2072,4.6,5249,17.06,Horror,Independently published,Independently Published,Christopher Buehlman,436
The Mouse and the Motorcycle,2075,4.7,4426,5.39,Mice,HarperCollins,Harper Collins,Beverly Cleary,176
Lessons from an American Stoic: How Emerson Can Change Your Life,2076,4.0,31,18.11,Happiness,HarperOne,,Mark Matousek,288
Prepared: A Manual for Surviving Worst-Case Scenarios,2077,4.8,711,16.30,Interpersonal Relations,Portfolio,,Mike Glover,256
Surely You Can't Be Serious: The True Story of Airplane!,2078,4.6,305,22.85,Performing Arts,St. Martin's Press,,David Zucker,352
Create This Book 2,2078,4.8,17454,8.89,Creativity,Creative Outlet,CreateSpace Classics,Moriah Elizabeth,200
The Spy Coast: A Thriller (The Martini Club),2079,4.5,39472,12.44,Espionage,Thomas & Mercer,,Tess Gerritsen,363
Unmasking Autism: Discovering the New Faces of Neurodiversity,2080,4.7,1657,14.96,Autism Spectrum Disorder,Harmony,,Devon Price PhD,304
Slow Horses (Deluxe Edition) (Slough House),2080,4.3,18927,11.71,Genre Fiction,Soho Crime,Soho Crime,Mick Herron,408
The Stand,2081,4.6,49668,8.46,Ghosts,Anchor,Anchor,Stephen King,1200
Marvel - Spider-man Me Reader Electronic Reader and 8 Sound Book Library - PI Kids,2084,4.7,7671,15.39,Entertainment & Games,PI Kids,PI Kids,Jennifer H Keast,160
Herbal Antibiotics: What BIG Pharma Doesn’t Want You to Know - How to Pick and Use the 45 Most Powerful Herbal Antibiotics for Overcoming Any Ailment,2085,4.6,2941,13.01,Healing,CreateSpace Independent Publishing Platform,Createspace Independent Publishing Platform,Mary Jones,163
"Breath as Prayer: Calm Your Anxiety, Focus Your Mind, and Renew Your Soul",2086,4.8,784,9.14,Self-Help,Thomas Nelson,HarperCollins Christian Pub.,Jennifer Tucker,208
War Against the Jews: How to End Hamas Barbarism,2087,4.6,31,21.12,Judaism,Hot Books,,Alan Dershowitz,224
"Metabolical: The Lure and the Lies of Processed Food, Nutrition, and Modern Medicine",2088,4.6,3782,18.95,Other Diets,Harper,Harper Wave,Robert H Lustig,416
Brain Games - Large Print Word Searches (Teal),2090,4.8,3281,8.59,Logic & Brain Teasers,"Publications International, Ltd.","Publications International, Ltd.",Ltd. Publications,192
Unite Me (Shatter Me),2090,4.8,2957,8.98,Literature & Fiction,HarperCollins,HarperCollins,Tahereh Mafi,224
Eat to Beat Disease: The New Science of How Your Body Can Heal Itself,2091,4.6,8285,14.80,Healing,Balance,Grand Central Publishing,William W Li MD,496
The Creature from Jekyll Island: A Second Look at the Federal Reserve,2092,4.8,3692,24.49,Economic Policy & Development,American Media,American Media,Griffin G,608
"The Reverse Coloring Book™: Mindful Journeys: Be Calm and Creative: The Book Has the Colors, You Draw the Lines",2093,4.7,309,11.36,Meditation,Workman Publishing Company,Workman,Kendra Norton,104
"Abide - Bible Study Book with Video Access: A Study of 1, 2, and 3 John",2094,4.8,664,22.97,Women's Issues,Lifeway Press,B & H Publishing Group,Jen Wilkin,192
"KJV Holy Bible, Large Print Compact, Saddle Tan Faux Leather w/Ribbon Marker, Red Letter, King James Version",2096,4.7,15964,15.39,Bibles,Christian Art Publishers,Christian Art Gifts,Publishers Christian,1525
How Can It Be Gluten Free Cookbook Collection: 350+ Groundbreaking Recipes for All Your Favorites,2098,4.8,1399,36.00,Baking,America's Test Kitchen,America's Test Kitchen,Kitchen America's,600
2024 Dad Jokes Wall Calendar: 365 Days of Punbelievable Jokes (A Monthly Calendar & White Elephant Gag Gift for Him or Her) (World's Best Dad Jokes Collection),2098,4.6,276,10.39,Jokes & Riddles,Sourcebooks,,Sourcebooks Sourcebooks,24
"How to Draw Everything: Learn to Sketch 175 Animals, Nature, Food, Mythical Creatures and More with Easy Step-by-Step Guide.",2099,4.8,163,9.84,Drawing,Independently published,KVISTER,Leo Draw,194
"The Constitution of the United States of America: The Declaration of Independence, The Bill of Rights",2100,4.7,4626,9.86,Revolution & Founding,East India Publishing Company,East India Publishing Company,Founding Fathers,109
Bob's Burgers 2024 Day-to-Day Calendar,2101,4.5,25,13.69,Performing Arts,Rizzoli Universe,Universe Publishing,Inc. Twentieth,320
"Mastering Pasta: The Art and Practice of Handmade Pasta, Gnocchi, and Risotto [A Cookbook]",2103,4.7,2092,20.41,Pasta & Noodles,Ten Speed Press,Ten Speed Press,Marc Vetri,272
Jack Frost: A Novella,2104,4.4,1296,12.97,Contemporary,Debbie Macomber Inc.,,Debbie Macomber,82
"Anne of Green Gables, Complete 8-Book Box Set",2105,4.8,7744,31.00,Classics,Starfire,Starfire,L. M. Montgomery,
An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,2105,4.7,3617,14.38,Animals,Random House Trade Paperbacks,,Ed Yong,480
It's Going to Be Okay 2024 Day-to-Day Calendar,2106,5.0,44,16.19,Self-Esteem,Andrews McMeel Publishing,,Kate Allan,640
There's a Bear on My Chair (Ross Collins' Mouse and Bear Stories),2108,4.8,4968,7.11,Bears,Candlewick Press,Nosy Crow,Ross Collins,24
Noisy Dinosaurs: My First Touch and Feel Sound Book,2108,4.8,3774,8.29,Dinosaurs,Tiger Tales,Tiger Tales,Jonathan Litton,12
Five Nights at Freddy's: Fazbear Frights Graphic Novel Collection Vol. 2 (Five Nights at Freddy’s Graphic Novel #5) (Five Nights at Freddy’s Graphic Novels),2109,4.8,338,2.90,Graphic Novels,Graphix,,Christopher Hastings,192
Super Mario Little Golden Book (Nintendo®),2109,4.8,3392,4.48,Coloring Books,Golden Books,,Steve Foxe,24
"The Betty Crocker Cookbook, 13th Edition: Everything You Need to Know to Cook Today (Betty Crocker Cooking)",2110,4.6,482,20.49,Quick & Easy,Harvest,,Crocker Betty,704
"The Running Grave: A Cormoran Strike Novel (A Cormoran Strike Novel, 7)",2111,4.7,28542,16.38,Cozy,Mulholland Books,Altapolo,Robert Galbraith,960
"30 Days Learning to Draw: 30-Day Drawing Checklist with Step By Step Instructions on How to Draw Different Subjects Such as Animals, Plants, Humans, ... (Daily Practice Guide Book for Beginners)",2112,4.6,782,13.14,Human Figure,Independently published,,Erik Barrett,214
Journey to the Heart: Daily Meditations on the Path to Freeing Your Soul,2113,4.8,4343,10.00,Personal Transformation,HarperSanFrancisco,HarperOne,Melody Beattie,384
The Bible Recap Journal: Your Daily Companion to the Entire Bible,2115,4.7,357,13.99,Christian Living,Bethany House Publishers,Baker Pub Group/Baker Books,Cobble Tara,384
The Ball at Versailles: A Novel,2116,4.5,2223,12.99,Historical,Delacorte Press,,Danielle Steel,320
Can't Hurt Me: Master Your Mind and Defy the Odds - Clean Edition,2116,4.8,11084,26.19,Health,Lioncrest Publishing,Altapolo,Goggins David,364
Pocket Ref 4th Edition,2121,4.8,4681,11.70,Catalogs & Directories,Sequoia Pub,Sequoia Publishing,Glover Thomas,864
Notes from Underground (Vintage Classics),2122,4.8,1513,10.52,Classics,Vintage,Vintage,Fyodor Dostoevsky,136
The Body: A Guide for Occupants,2122,4.7,19081,10.00,Doctors & Medicine,Anchor,Anchor,Bill Bryson,464
Home Doctor - Practical Medicine for Every Household,2124,4.4,1375,37.00,Self-Help,Global Brother,Claude Davis,Davis Claude,304
"Jujutsu Kaisen, Vol. 10 (10)",2125,4.9,4015,8.23,Fantasy,VIZ Media LLC,VIZ Media LLC,Gege Akutami,192
The Nightmare Before Christmas (Disney Classic) (Little Golden Book),2126,4.9,5897,2.49,Christmas,Golden/Disney,Golden/Disney,Lauren Clauss,24
Chanel: Collections and Creations,2128,4.9,19399,29.60,History,Thames & Hudson,Thames & Hudson,Bott Daniele,208
Hardy Boys Starter Set - Books 1-5 (The Hardy Boys),2129,4.8,4593,17.98,Siblings,Grosset & Dunlap,Grosset & Dunlap,Franklin W. Dixon,
"Jesus Always, Padded Hardcover, with Scripture References: Embracing Joy in His Presence (a 365-Day Devotional)",2131,4.9,6976,2.54,Death & Grief,Thomas Nelson,Thomas Nelson,Sarah Young,400
Dead Girls Can't Tell Secrets,2132,4.3,589,5.99,Siblings,Sourcebooks Fire,,Chelsea Ichaso,336
"Indestructibles: The Itsy Bitsy Spider: Chew Proof - Rip Proof - Nontoxic - 100% Washable (Book for Babies, Newborn Books, Safe to Chew)",2132,4.7,3970,3.99,Bugs & Spiders,Workman Publishing Company,Workman Publishing Company,Maddie Frost,12
Daniel Tiger's Potty Time! Children's Toilet Training Sound Book for Daniel Tiger Fans ( ),2136,4.8,17699,8.00,Lions,Cottage Door Press,Cottage Door Press,Wing Scarlett,10
Art of Mixology: Bartender's Guide to Bourbon & Whiskey - Classic & Modern-Day Cocktails for Bourbon and Whiskey Lovers (The Art of Mixology),2137,4.7,184,12.49,Cocktails & Mixed Drinks,Parragon,Parragon Books,Parragon Parragon,192
"The 30-Minute Mediterranean Diet Cookbook: 101 Easy, Flavorful Recipes for Lifelong Health",2137,4.4,7668,9.99,Mediterranean,Rockridge Press,Rockridge Press,Serena Ball RD,208
The Sword of Kaigen: A Theonite War Story,2138,4.6,4608,15.95,Epic,Independently published,,M. L. Wang,649
The Outsider: A Novel,2138,4.5,58318,10.99,Horror,Gallery Books,Gallery Books,Stephen King,576
The Girl Who Never Made Mistakes: A Growth Mindset Book for Kids to Promote Self Esteem,2139,4.7,3108,9.21,Girls & Women,Sourcebooks Jabberwocky,Sourcebooks Jabberwocky,Mark Pett,32
Gordon Ramsay's Home Cooking: Everything You Need to Know to Make Fabulous Food,2140,4.8,5569,20.25,Cooking for One or Two,Grand Central Publishing,Grand Central Publishing,Gordon Ramsay,320
Love You Forever,2141,4.9,61435,6.29,Classics,Firefly Books,Firefly Books,Robert Munsch,32
"The Books Of Enoch Deluxe Collection: 1 Enoch, 2 Enoch, 3 Enoch & Bonus Gospels Of Judas, Mary & Philip",2142,4.8,608,20.50,Bibles,Independently published,UrGod,Noah Press,474
Quiet Times with God Devotional: 365 Daily Inspirations,2142,4.9,3568,4.30,Motivational,FaithWords,FaithWords,Joyce Meyer,384
I Spy Christmas: A Book of Picture Riddles,2145,4.8,2373,7.49,Arts,Cartwheel Books,Scholastic,Jean Marzollo,40
11/22/63: A Novel,2146,4.8,5238,16.34,Horror,Gallery Books,Gallery Books,Stephen King,880
Cat Kid Comic Club: A Graphic Novel (Cat Kid Comic Club #1): From the Creator of Dog Man,2147,4.8,19171,3.99,Cats,Graphix,Scholastic,Dav Pilkey,176
"Monster Truck Coloring Book For Kids: Truck Coloring Book for Kids Ages 4-8, For Boys and Girls Who Love Monster Truck",2148,4.6,92,5.99,Coloring Books,Independently published,,Hafida Ben Books,60
Point of Retreat: A Novel (2) (Slammed),2150,4.5,13130,5.72,Coming of Age,Atria Books,Atria Books,Colleen Hoover,320
Made for Living: Collected Interiors for All Sorts of Styles,2152,4.8,3718,21.82,Interior Design,Clarkson Potter,Clarkson Potter,Amber Lewis,288
Eight Dates: Essential Conversations for a Lifetime of Love,2154,4.7,4744,10.95,Conflict Management,Workman Publishing Company,Workman Publishing Company,John Gottman Ph.D.,224
Little Women (Puffin in Bloom),2155,4.8,5092,9.99,Classics,Puffin Books,Puffin Books,Louisa May Alcott,777
A Man & His Watch: Iconic Watches and Stories from the Men Who Wore Them,2156,4.8,4327,25.99,History,Artisan,Artisan,Matt Hranek,216
The Good Ole Days Word Search: Large Print Wordfind Puzzle Games Full of Nostalgic Fun for Adults and Seniors (Wordsearch Book),2157,4.7,398,11.23,Logic & Brain Teasers,Independently published,,Press Brainy,127
The Baking Bible,2158,4.7,2352,21.36,Bread,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Rose Levy Beranbaum,576
"Fun Activity Book For Kids Age 6,7,8,9,10: Awesome, Challenging Activities. Including Mazes, Dot-to-Dot, Color by Number, Word Search, Spot The Difference & More! (Fun activity books for kids)",2160,4.6,628,10.31,Drawing,Nielsen,,Mel Madsen,102
"Jujutsu Kaisen, Vol. 11 (11)",2161,4.9,3724,6.78,Fantasy,VIZ Media LLC,VIZ Media LLC,Gege Akutami,192
Everything Is Mama,2162,4.8,9862,3.29,Parents,Feiwel & Friends,Feiwel & Friends,Jimmy Fallon,32
The Art of War,2163,4.7,2446,8.99,Crime & Criminal Biographies,Basic Books,Basic Books,Tzu Sun,384
"Mocktail Party: 75 Plant-Based, Non-Alcoholic Mocktail Recipes for Every Occasion",2165,4.7,497,13.83,Beverages & Wine,Blue Star Press,Blue Star Press,Diana Licalzi,176
The Guest: A Novel,2166,3.3,5466,12.00,Psychological,Random House,,Emma Cline,304
Pearls Before Swine 2024 Day-to-Day Calendar,2167,4.9,47,16.19,Comic Strips,Andrews McMeel Publishing,,Stephan Pastis,736
Excel Formulas (Quick Study Computer),2167,4.5,3364,5.62,Spreadsheets,QuickStudy,Quickstudy Reference Guides,Inc. BarCharts,6
"Love, Mom and Me: Simple Ways to Stay Connected: A Guided Mother and Daughter Journal",2170,4.8,3668,8.79,Parents,Sourcebooks Explore,Sourcebooks Explore,Katie Clemons,144
Damaged but Not Destroyed: From Trauma to Triumph,2170,4.8,216,13.67,Motivational,WaterBrook,Penguin Random House/WaterBroo,Michael Todd,192
Babel: Or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution,2171,4.3,10798,13.33,Dark Fantasy,Harper Voyager,,R. F Kuang,560
75 Years of Little Golden Books: 1942-2017: A Commemorative Set of 12 Best-Loved Books,2172,4.8,2271,28.13,Animals,Golden Books,Golden Books,Garth Williams,24
Fix It with Food: Every Meal Easy: Simple and Delicious Recipes for Anyone with Autoimmune Issues and Inflammation : A Cookbook,2173,4.6,2253,17.18,Quick & Easy,Clarkson Potter,,Michael Symon,256
Betty Crocker's Cooky Book,2174,4.8,3702,17.13,Cookies,Hungry Minds,HIC Harold Import Co.,Crocker Betty,160
"NIV, Holy Bible, Larger Print, Paperback",2175,4.5,3381,2.22,Bibles,Zondervan,Zondervan,Zondervan Zondervan,1280
"Merriam-Webster Children's Dictionary, New Edition: Features 3,000 Photographs and Illustrations",2176,4.8,6437,11.90,Vocabulary & Spelling,DK Children,DK Children,DK DK,960
Fellow Travelers,2176,4.2,499,12.40,Historical Fiction,Knopf Doubleday Publishing Group,Vintage,Thomas Mallon,368
The New Cooking School Cookbook: Fundamentals,2177,4.8,952,24.56,Reference,America's Test Kitchen,,Kitchen America's,680
Women Holding Things,2177,4.8,91,20.49,Arts & Photography,Harper,,Maira Kalman,176
Reckless: A Chestnut Springs Special Edition,2178,4.8,465,8.75,Multicultural & Interracial,Independently published,,Elsie Silver,516
"Little Guides to Style: The Story of Four Iconic Fashion Houses (Little Books of Fashion, 17)",2179,4.8,2008,34.60,Arts & Literature,Welbeck Publishing,woanqh,Laia Farran Graves,640
Double Down (Diary of a Wimpy Kid #11),2179,4.7,28865,6.95,Humor,Harry N. Abrams,Harry N. Abrams,Jeff Kinney,224
2024 Carpe F*cking Diem Planner: 17-Month Weekly Organizer with Stickers to Get Shit Done Monthly (Thru December 2024) (Calendars & Gifts to Swear By),2180,4.8,3766,14.67,Motivational,Sourcebooks,Sourcebooks,Sourcebooks Sourcebooks,224
"The Universe 2024 Astronomy Wall Calendar: Images from NASA's Hubble Space Telescope (12""x12"")",2181,4.8,214,12.95,Astrophotography,Collier Publishing LLC,LEVOZON,Collier Grant,
The Very Hungry Caterpillar's ABC (The World of Eric Carle),2181,4.8,2001,4.59,Animals,World of Eric Carle,World of Eric Carle,Eric Carle,30
My First Book of Baby Signs: 40 Essential Signs to Learn and Practice,2182,4.8,8893,8.56,School,Rockridge Press,,Lane Rebelo,50
A Certain Hunger,2183,4.3,2695,13.46,Cooking,The Unnamed Press,,Chelsea G. Summers,256
Beneath a Scarlet Sky: A Novel,2183,4.6,224438,8.31,Biographical,Lake Union Publishing,Lake Union Publishing,Mark Sullivan,523
"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",2184,4.7,11945,15.95,Healing,Hay House Inc.,Penguin Random House,Anthony William,496
The Girl Who Looked Beyond The Stars (Sheena Meyer),2185,4.7,3142,7.24,Fantasy,Independently published,Independently Published,L. B. Anne,181
Indescribable: 100 Devotions for Kids About God and Science (Indescribable Kids),2186,4.9,8393,5.94,School,Tommy Nelson,Thomas Nelson,Louie Giglio,208
The Nurse's Secret: A Thrilling Historical Novel of the Dark Side of Gilded Age New York City,2188,4.3,15206,5.50,Historical,Kensington,,Amanda Skenandore,368
From Blood and Ash,2189,4.6,64245,15.99,Vampires,Blue Box Press,,Jennifer L. Armentrout,493
Batman: Year One,2189,4.8,9218,6.25,Mystery,DC Comics,DC Comics,Frank Miller,144
"World of Eric Carle, Turn, Crank, Zoom! A STEM Gear Sound Book - PI Kids",2190,4.6,464,9.77,Christian,"Phoenix International Publications, Inc.",PI KIDS,Publications Editors,14
"Food Network Magazine The Big, Fun Kids Cookbook: 150+ Recipes for Young Chefs (Food Network Magazine's Kids Cookbooks)",2192,4.7,7333,12.00,Diet & Nutrition,Hearst Home Kids,Hearst Home Kids,Magazine Food,192
Bluey: The Beach,2193,4.9,4264,3.55,Dogs,Penguin Young Readers Licenses,Penguin Young Readers Licenses,Licenses Penguin,24
"Another Logic Workbook for Gritty Kids: Spatial Reasoning, Math Puzzles, Word Games, Logic Problems, Focus Activities, Two-Player Games. (Develop ... & STEM Skills in Kids Ages 8, 9, 10, 11, 12.)",2194,4.6,762,5.99,Math,Green Meeple Books,,Dan Allbaugh,147
The Diary of a Young Girl: The Definitive Edition,2195,4.8,14769,4.27,Women,Bantam,Bantam,Anne Frank,400
Ego Is the Enemy,2197,4.6,19498,10.23,Motivational,Portfolio,Portfolio,Ryan Holiday,256
Word Search For Kids Puzzle Book: 100+ Word Puzzles | Fun Challenges For Children Ages 4-8 | Search and Find Words Activity Book With Multiple Levels Of Difficulty,2199,4.8,152,3.99,Vocabulary & Spelling,Lucas & Friends By RV AppStudios,,Lucas & Friends by RV AppStudios,108
"CSB She Reads Truth Bible, Emerald Cloth Over Board, Indexed, Limited Edition, Black Letter, Full-Color Design, Wide Margins, Journaling Space, Devotionals, Reading Plan, Easy-to-Read Serif Type",2201,4.8,240,28.68,Bibles,Holman Bible Publishers,B & H Publishing Group,Holman CSB,2226
The Reason for God: Belief in an Age of Skepticism,2201,4.7,5777,6.95,Evangelism,Penguin Books,Penguin Books,Timothy Keller,310
This Was Meant to Find You : When You Needed It Most Charlotte Freeman,2203,4.8,365,17.99,Poetry,Thought Catalog Books,THOUGHT CATALOG,Freeman Charlotte,212
The MANIAC,2205,4.6,374,19.00,World War II,Penguin Press,,Benjamin Labatut,368
Persian Grove Journal,2205,4.9,4764,11.69,Hardcover Executive Notebooks,Peter Pauper Press,PETER PAUPER PRESS,Press Inc,160
"Part of Your World (Part of Your World, 1)",2208,4.5,15275,7.32,Small Town & Rural,Forever,,Abby Jimenez,400
The Smoothie Recipe Book: 150 Smoothie Recipes Including Smoothies for Weight Loss and Smoothies for Good Health,2209,4.3,3640,6.99,Fruits,Callisto Media Inc.,Mendocino Press,Press Mendocino,128
"The 6:20 Man: A Thriller (6:20 Man, 1)",2210,4.4,58373,10.00,Crime,Grand Central Publishing,,David Baldacci,464
One of Us Is Next: The Sequel to One of Us Is Lying,2210,4.6,18544,9.04,Friendship,Delacorte Press,,Karen M. McManus,416
Man's Search for Meaning: Gift Edition,2211,4.8,3317,16.49,Biographies & Memoirs,Beacon Press,Beacon Press,Viktor E. Frankl,200
The Mexican Home Kitchen: Traditional Home-Style Recipes That Capture the Flavors and Memories of Mexico,2211,4.8,3685,14.76,Budget,Rock Point,Rock Point,Mely Martínez,192
"Jesus Calling, Large Text Brown Leathersoft, with full Scriptures: Enjoying Peace in His Presence (a 365-day Devotional)",2213,4.9,6569,15.29,Devotionals,Thomas Nelson,Thomas Nelson,Young Sarah,416
"The Secret Teachings of All Ages: An Encyclopedic Outline of Masonic, Hermetic, Qabbalistic and Rosicrucian Symbolical Philosophy (Dover Occult)",2214,4.6,2346,18.87,Mythology & Folklore,Dover Publications,Dover Publications,Manly P. Hall,736
PJ Masks - I'm Ready to Read with Catboy Interactive Read-Along Sound Book - Great for Early Readers - PI Kids (Play-A-Sound),2214,4.8,6521,7.99,Entertainment & Games,"Phoenix International Publications, Inc.",PI KIDS,Publications Editors,24
"1,000 Places to See Before You Die Picture-A-Day Wall Calendar 2024: A Traveler's Calendar",2215,4.7,24,13.21,Travel,Workman Publishing Company,Workman Publishing,Patricia Schultz,24
"Sacred Woman: A Guide to Healing the Feminine Body, Mind, and Spirit",2216,4.7,23947,12.28,Psychology & Counseling,Random House Publishing Group,One World,Queen Afua,496
Hunting Adeline (Cat and Mouse Duet),2218,4.5,60210,21.13,Gothic,Independently published,,H. D. Carlton,529
Stellarlune (9) (Keeper of the Lost Cities),2220,4.7,4302,8.78,Friendship,Aladdin,,Shannon Messenger,768
"What It's Like to Be a Bird: From Flying to Nesting, Eating to Singing--What Birds Are Doing, and Why (Sibley Guides)",2221,4.8,6380,13.07,Plants & Animals,Knopf,Knopf,David Allen Sibley,240
Home Body,2222,4.8,19178,4.59,Love & Loss,Andrews McMeel Publishing,Andrews McMeel Publishing,Rupi Kaur,192
Living Untethered: Beyond the Human Predicament,2223,4.8,3821,8.99,Personal Transformation,New Harbinger Publications,,Michael A. Singer,216
"The Compound Effect (10th Anniversary Edition): Jumpstart Your Income, Your Life, Your Success",2224,4.7,17959,9.63,Success,Hachette Go,Hachette Go,Darren Hardy,208
Bad Mormon: A Memoir,2225,4.1,1507,16.91,Success,Gallery Books,,Heather Gay,304
"Taste of Home Ultimate Baking Cookbook: 575+ Recipes, Tips, Secrets and Hints for Baking Success (Taste of Home Baking)",2228,4.8,781,17.69,Baking,Trusted Media Brands,Taste of Home,Home Taste,448
2024 Marvel Comics Wall Calendar,2229,4.8,28,8.99,Humor & Comics,Trends International,Trends International,International Trends,28
Dasher: How a Brave Little Doe Changed Christmas Forever,2230,4.8,3128,11.49,Animals,Candlewick,Candlewick,Matt Tavares,40
Together With Christ: A Dating Couples Devotional: 52 Devotions and Bible Studies to Nurture Your Relationship,2231,4.7,2364,9.40,Dating,Althea Press,Althea Press,Chelsea Damon,178
Smarter Not Harder: The Biohacker's Guide to Getting the Body and Mind You Want,2232,4.3,652,12.75,Weight Loss,Harper,,Dave Asprey,320
Malibu Rising: A Novel,2233,4.2,70711,4.99,Family Saga,Ballantine Books,,Taylor Jenkins Reid,400
"Baker Bettie’s Better Baking Book: Classic Baking Techniques and Recipes for Building Baking Confidence (Cake Decorating, Pastry Recipes, Baking Classes) (Birthday Gift for Her)",2235,4.8,618,23.49,Cakes,Mango,,Kristin Hoffman,273
Maybe in Another Life: A Novel,2236,4.1,22857,7.24,Family Life,Atria Books,Washington Square Press,Taylor Jenkins Reid,352
The Bullet That Missed: A Thursday Murder Club Mystery,2237,4.6,60894,13.09,Genre Fiction,Penguin Books,CALOTO,Richard Osman,368
The Book of Extraordinary Facts,2237,4.7,2370,9.97,Trivia,"Publications International, Ltd.","Publications International, Ltd.",Ltd. Publications,704
"The Ultimate Bar Book: The Comprehensive Guide to Over 1,000 Cocktails (Cocktail Book, Bartender Book, Mixology Book, Mixed Drinks Recipe Book)",2238,4.7,10057,12.64,Cocktails & Mixed Drinks,Chronicle Books,Chronicle Books,Mittie Hellmich,476
Into the Pit (Five Nights at Freddy’s: Fazbear Frights #1),2240,4.8,12458,7.19,Spine-Chilling Horror,Scholastic Inc.,Scholastic,Scott Cawthon,224
I Have Some Questions for You: A Novel,2241,3.9,7715,14.84,Psychological,Viking,,Rebecca Makkai,448
Weird But True! Disney: 300 Wonderful Facts to Celebrate the Magic of Disney,2243,4.7,109,6.89,Mystery & Wonders,National Geographic Kids,,Kids National,208
Cursive Handwriting Workbook for Teens: A cursive writing practice workbook for young adults and teens (Master Print and Cursive Writing Penmanship for Teens),2243,4.7,9948,5.94,Study & Teaching,Independently published,Independently Published,Sujatha Lalgudi,108
The Happiest Baby on the Block; Fully Revised and Updated Second Edition: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,2244,4.6,5097,6.78,Children's Health,Bantam,Bantam,Karp Harvey,352
Goodnight Tractor: A Bedtime Baby Sleep Book for Fans of Farming and the Construction Site! (Goodnight Series),2245,4.8,7815,6.89,Sleep,Sourcebooks Wonderland,,Michelle Robinson,24
The Herbal Medicine & Natural Remedies Encyclopedia: The Comprehensive Guide on How to Naturally Improve Your Health with Powerful Healing Herbs and 300+ Simple and Effective Plant Remedies,2247,4.6,77,23.37,Chelation,Independently published,LISTGOD,Aiyana Lewis,184
The Fifth Avenue Apartment,2248,4.6,805,13.59,Family Saga,Piping Plover Press,Kindle Direct Publishing,Pamela M. Kelley,366
"Ugly’s Electrical References, 2023 Edition",2249,4.8,699,11.99,Electrical,Jones & Bartlett Learning,,Charles R. Miller,220
Are You My Mother ?,2250,4.9,19583,3.29,Birds,Random House Books for Young Readers,Random House Books for Young Readers,P.D. Eastman,72
"The Story Orchestra: The Nutcracker: Press the note to hear Tchaikovsky's music (Volume 2) (The Story Orchestra, 2)",2251,4.8,2534,17.24,Mice,Frances Lincoln Children's Books,Frances Lincoln Children's Books,Katy Flint,24
Death Takes a Holiday 2024 Wall Calendar,2251,5.0,21,11.95,Science Fiction & Fantasy,Andrews McMeel Publishing,,Made Suwarnata,24
The War on Conservatives,2251,4.9,1415,17.96,Non-US Legal Systems,The Resistance Manifesto,LINGKU,Mark Dice,338
"Harry Potter and the Chamber of Secrets (Harry Potter, Book 2)",2252,4.8,90856,6.94,Friendship,Scholastic Inc.,,J. K. Rowling,352
I Need a Hug / Necesito un abrazo (Bilingual) (Spanish Edition),2253,4.7,1204,4.74,Animals,Scholastic en español,Scholastic,Aaron Blabey,32
The Mitten,2254,4.8,7324,12.20,Animals,G.P. Putnam's Sons Books for Young Readers,G.P. Putnam's Sons Books for Young Readers,Jan Brett,32
